reporting_airport,route,pax_current,pax_growth_pct
LERWICK (TINGWALL),FOULA,1003,1.2109
LERWICK (TINGWALL),SUMBURGH,0,-100
LIVERPOOL (JOHN LENNON),ABERDEEN,178,0
LIVERPOOL (JOHN LENNON),BELFAST CITY (GEORGE BEST),116223,175.42953
LIVERPOOL (JOHN LENNON),BELFAST INTERNATIONAL,395118,-4.13922
LIVERPOOL (JOHN LENNON),BIGGIN HILL,249,12.66968
LIVERPOOL (JOHN LENNON),BIRMINGHAM,325,712.5
LIVERPOOL (JOHN LENNON),BOURNEMOUTH,352,-0.84507
LIVERPOOL (JOHN LENNON),BRISTOL,78,-45.45455
LIVERPOOL (JOHN LENNON),CARDIFF WALES,0,-100
LIVERPOOL (JOHN LENNON),CITY OF DERRY (EGLINTON),10546,-53.77602
LIVERPOOL (JOHN LENNON),DONCASTER SHEFFIELD,0,-100
LIVERPOOL (JOHN LENNON),EAST MIDLANDS INTERNATIONAL,0,-100
LIVERPOOL (JOHN LENNON),EDINBURGH,169,0
LIVERPOOL (JOHN LENNON),FARNBOROUGH,318,66.49215
LIVERPOOL (JOHN LENNON),GATWICK,1501,337.60933
LIVERPOOL (JOHN LENNON),GLASGOW,0,-100
LIVERPOOL (JOHN LENNON),HEATHROW,0,-100
LIVERPOOL (JOHN LENNON),ISLE OF MAN,171824,11.25687
LIVERPOOL (JOHN LENNON),JERSEY,118378,18.45263
LIVERPOOL (JOHN LENNON),LEEDS BRADFORD,34,-80.57143
LIVERPOOL (JOHN LENNON),LONDON CITY,0,-100
LIVERPOOL (JOHN LENNON),LUTON,1027,-37.07108
LIVERPOOL (JOHN LENNON),MANCHESTER,552,211.86441
LIVERPOOL (JOHN LENNON),NEWCASTLE,379,-29.6846
LIVERPOOL (JOHN LENNON),NORWICH,246,26.15385
LIVERPOOL (JOHN LENNON),PRESTWICK,54,-56.09756
LIVERPOOL (JOHN LENNON),SOUTHAMPTON,250,26.26263
LIVERPOOL (JOHN LENNON),SOUTHEND,45,0
LIVERPOOL (JOHN LENNON),STANSTED,689,-3.90516
MANCHESTER,ABERDEEN,70625,-18.03326
MANCHESTER,BELFAST CITY (GEORGE BEST),171634,54.68654
MANCHESTER,BELFAST INTERNATIONAL,502380,38.17212
MANCHESTER,BIGGIN HILL,28,0
MANCHESTER,BIRMINGHAM,580,0
MANCHESTER,BOURNEMOUTH,90,0
MANCHESTER,BRISTOL,45,0
MANCHESTER,BRIZE NORTON,0,-100
MANCHESTER,CAMBRIDGE,462,-30.83832
MANCHESTER,CARDIFF WALES,31,0
MANCHESTER,CITY OF DERRY (EGLINTON),56352,4.09532
MANCHESTER,EAST MIDLANDS INTERNATIONAL,277,52.1978
MANCHESTER,EDINBURGH,993,85.95506
MANCHESTER,EXETER,0,-100
MANCHESTER,GATWICK,136,-99.22143
MANCHESTER,GLASGOW,42,-75.29412
MANCHESTER,GUERNSEY,63274,7.98164
MANCHESTER,HEATHROW,573029,40.41731
MANCHESTER,INVERNESS,22076,-37.50778
MANCHESTER,ISLE OF MAN,119353,24.6038
MANCHESTER,JERSEY,87991,8.98608
MANCHESTER,LEEDS BRADFORD,479,0
MANCHESTER,LIVERPOOL (JOHN LENNON),248,51.21951
MANCHESTER,LONDON CITY,46,-95.42289
MANCHESTER,LUTON,334,302.40964
MANCHESTER,NEWCASTLE,178,-24.25532
MANCHESTER,NEWQUAY,75091,24.34138
MANCHESTER,NORWICH,0,-100
MANCHESTER,SOUTHAMPTON,5515,-49.2687
MANCHESTER,SOUTHEND,45,0
MANCHESTER,STANSTED,494,6.00858
MANCHESTER,STORNOWAY,4851,0
MANCHESTER,SUMBURGH,11361,34.33842
NEWCASTLE,ABERDEEN,20786,159.76006
NEWCASTLE,BELFAST CITY (GEORGE BEST),24802,914.81178
NEWCASTLE,BELFAST INTERNATIONAL,204379,5.44566
NEWCASTLE,BIRMINGHAM,0,-100
NEWCASTLE,BRISTOL,142391,14.62347
NEWCASTLE,EAST MIDLANDS INTERNATIONAL,86,-14
NEWCASTLE,EXETER,13453,-12.43817
NEWCASTLE,GATWICK,0,-100
NEWCASTLE,HEATHROW,435542,33.40909
NEWCASTLE,JERSEY,5421,-11.55164
NEWCASTLE,LEEDS BRADFORD,0,-100
NEWCASTLE,LIVERPOOL (JOHN LENNON),45,-75
NEWCASTLE,MANCHESTER,0,-100
NEWCASTLE,NEWQUAY,3968,-32.56288
NEWCASTLE,NORWICH,0,-100
NEWCASTLE,SOUTHAMPTON,46908,19.90185
NEWCASTLE,STANSTED,133,9.01639
NEWQUAY,ABERDEEN,3711,39.87938
NEWQUAY,BELFAST CITY (GEORGE BEST),14105,34302.43902
NEWQUAY,BRISTOL,156,0
NEWQUAY,CARDIFF WALES,4,0
NEWQUAY,EAST MIDLANDS INTERNATIONAL,2419,0
NEWQUAY,EDINBURGH,20815,61.61969
NEWQUAY,EXETER,5,0
NEWQUAY,GATWICK,84025,29.68622
NEWQUAY,GLASGOW,5073,-8.14775
NEWQUAY,HEATHROW,2668,-77.19853
NEWQUAY,HUMBERSIDE,1753,-20.42669
NEWQUAY,INVERNESS,76,-66.81223
NEWQUAY,ISLE OF MAN,1716,0
NEWQUAY,ISLES OF SCILLY (ST.MARYS),1530,-27.28137
NEWQUAY,LANDS END (ST JUST),52,550
NEWQUAY,LEEDS BRADFORD,33,-78.98089
NEWQUAY,MANCHESTER,72686,20.58663
NEWQUAY,NEWCASTLE,4019,-32.70261
NEWQUAY,PRESTWICK,29,0
NEWQUAY,SOUTHAMPTON,51,142.85714
NEWQUAY,SOUTHEND,0,-100
NEWQUAY,STANSTED,27281,0
NEWQUAY,SUMBURGH,2,-99.4429
NEWQUAY,TEESSIDE INTERNATIONAL AIRPORT,0,-100
NORWICH,ABERDEEN,32755,1.26445
NORWICH,BLACKPOOL,0,-100
NORWICH,BRISTOL,152,334.28571
NORWICH,CARDIFF WALES,112,-23.28767
NORWICH,DONCASTER SHEFFIELD,0,-100
NORWICH,EDINBURGH,0,-100
NORWICH,EXETER,147,-96.27282
NORWICH,GATWICK,0,-100
NORWICH,HUMBERSIDE,124,5.08475
NORWICH,JERSEY,3983,-7.06953
NORWICH,LEEDS BRADFORD,70,0
NORWICH,LIVERPOOL (JOHN LENNON),188,59.32203
NORWICH,LUTON,0,-100
NORWICH,MANCHESTER,85,-75.78348
NORWICH,NEWCASTLE,102,108.16327
NORWICH,SOUTHAMPTON,0,-100
NORWICH,TEESSIDE INTERNATIONAL AIRPORT,73,-32.40741
PRESTWICK,BRISTOL,0,-100
PRESTWICK,KIRKWALL,7,0
PRESTWICK,LIVERPOOL (JOHN LENNON),56,0
PRESTWICK,LUTON,0,-100
PRESTWICK,STANSTED,0,-100
SOUTHAMPTON,ABERDEEN,3224,179.1342
SOUTHAMPTON,ALDERNEY,17307,0.76856
SOUTHAMPTON,BELFAST CITY (GEORGE BEST),80284,30.70887
SOUTHAMPTON,BELFAST INTERNATIONAL,5242,0
SOUTHAMPTON,BENBECULA,12,0
SOUTHAMPTON,BIRMINGHAM,165,-44.44444
SOUTHAMPTON,CARDIFF WALES,0,-100
SOUTHAMPTON,DUNDEE,0,-100
SOUTHAMPTON,EAST MIDLANDS INTERNATIONAL,122,197.56098
SOUTHAMPTON,EDINBURGH,89152,9.03309
SOUTHAMPTON,EXETER,0,-100
SOUTHAMPTON,GATWICK,80,31.14754
SOUTHAMPTON,GLASGOW,82284,9.70907
SOUTHAMPTON,GUERNSEY,97055,-0.31737
SOUTHAMPTON,HUMBERSIDE,100,0
SOUTHAMPTON,JERSEY,99522,-0.3704
SOUTHAMPTON,LEEDS BRADFORD,229,-71.26725
SOUTHAMPTON,LIVERPOOL (JOHN LENNON),89,-47.95322
SOUTHAMPTON,MANCHESTER,5824,-49.09981
SOUTHAMPTON,NEWCASTLE,43753,10.42603
SOUTHAMPTON,NEWQUAY,51,-42.04545
SOUTHAMPTON,NORWICH,0,-100
SOUTHAMPTON,STORNOWAY,5201,0
SOUTHAMPTON,TEESSIDE INTERNATIONAL AIRPORT,105,-31.37255
STORNOWAY,BENBECULA,4249,-15.17269
STORNOWAY,EDINBURGH,18365,10.85959
STORNOWAY,GLASGOW,59211,-4.09
STORNOWAY,GUERNSEY,205,0
STORNOWAY,INVERNESS,15297,-13.91187
STORNOWAY,MANCHESTER,1252,0
STORNOWAY,SOUTHAMPTON,6622,0
SUMBURGH,ABERDEEN,95752,3.13436
SUMBURGH,DUNDEE,1185,-11.16942
SUMBURGH,EDINBURGH,36616,2.19369
SUMBURGH,FAIR ISLE,0,-100
SUMBURGH,FOULA,0,-100
SUMBURGH,GLASGOW,19938,-7.12689
SUMBURGH,HEATHROW,2852,0
SUMBURGH,INVERNESS,12760,60.06021
SUMBURGH,KIRKWALL,2922,-67.41385
SUMBURGH,LERWICK (TINGWALL),0,-100
SUMBURGH,LONDON CITY,667,-56.71642
SUMBURGH,MANCHESTER,8618,3139.84962
SUMBURGH,NEWQUAY,0,-100
SUMBURGH,SKEGNESS,0,-100
TEESSIDE INTERNATIONAL AIRPORT,ABERDEEN,14286,-32.99564
TEESSIDE INTERNATIONAL AIRPORT,BELFAST CITY (GEORGE BEST),1376,-82.70705
TEESSIDE INTERNATIONAL AIRPORT,BIGGIN HILL,0,-100
TEESSIDE INTERNATIONAL AIRPORT,BOURNEMOUTH,0,-100
TEESSIDE INTERNATIONAL AIRPORT,BRISTOL,145,38.09524
TEESSIDE INTERNATIONAL AIRPORT,CAMBRIDGE,39,0
TEESSIDE INTERNATIONAL AIRPORT,CARDIFF WALES,356,408.57143
TEESSIDE INTERNATIONAL AIRPORT,EXETER,164,0
TEESSIDE INTERNATIONAL AIRPORT,FARNBOROUGH,40,-44.44444
TEESSIDE INTERNATIONAL AIRPORT,GATWICK,0,-100
TEESSIDE INTERNATIONAL AIRPORT,HEATHROW,0,-100
TEESSIDE INTERNATIONAL AIRPORT,HUMBERSIDE,10,0
TEESSIDE INTERNATIONAL AIRPORT,ISLE OF MAN,92,0
TEESSIDE INTERNATIONAL AIRPORT,JERSEY,2356,-1.2987
TEESSIDE INTERNATIONAL AIRPORT,LUTON,31,-57.53425
TEESSIDE INTERNATIONAL AIRPORT,NEWQUAY,0,-100
TEESSIDE INTERNATIONAL AIRPORT,NORWICH,118,4.42478
TEESSIDE INTERNATIONAL AIRPORT,SOUTHAMPTON,94,-84.69055
TEESSIDE INTERNATIONAL AIRPORT,STANSTED,39,-51.25
TIREE,CAMPBELTOWN,74,270
TIREE,COLL,194,27.63158
TIREE,COLONSAY,17,0
TIREE,GLASGOW,11167,5.76814
TIREE,INVERNESS,4,0
TIREE,OBAN (NORTH CONNEL),251,-0.39683
WICK JOHN O GROATS,ABERDEEN,10674,53.56064
WICK JOHN O GROATS,FARNBOROUGH,34,0
